Mã PKKH,Mã khách hàng,Date,Month,customer status,left yet
A2,CUZ00771,2022-04-03,04,new customer,left
A3,CUZ00772,2022-04-03,04,new customer,left
A1,CUZ00773,2022-04-03,04,new customer,still staying
A1,CUZ00773,2022-05-06,05,old customer from THIS year,still staying
A1,CUZ00773,2022-07-21,07,old customer from THIS year,still staying
A1,CUZ00773,2022-08-16,08,old customer from THIS year,still staying
A1,CUZ00773,2022-09-16,09,old customer from THIS year,still staying
A1,CUZ00773,2022-10-22,10,old customer from THIS year,still staying
A3,CUZ00774,2022-04-03,04,new customer,left
C1,CUZ00775,2022-04-04,04,new customer,left
A1,CUZ00776,2022-04-04,04,new customer,left
B2,CUZ00777,2022-04-04,04,new customer,left
B1,CUZ00778,2022-04-04,04,new customer,left
B3,CUZ00779,2022-04-04,04,new customer,left
C1,CUZ00780,2022-04-04,04,new customer,left
B1,CUZ00781,2022-04-04,04,new customer,left
C1,CUZ00782,2022-04-04,04,new customer,left
C1,CUZ00783,2022-04-04,04,new customer,left
A1,CUZ00784,2022-04-05,04,new customer,still staying
A1,CUZ00784,2022-05-30,05,old customer from THIS year,still staying
A1,CUZ00784,2022-06-15,06,old customer from THIS year,still staying
A1,CUZ00784,2022-07-14,07,old customer from THIS year,still staying
A1,CUZ00784,2022-10-27,10,old customer from THIS year,still staying
A1,CUZ00784,2022-11-13,11,old customer from THIS year,still staying
A1,CUZ00784,2022-12-15,12,old customer from THIS year,still staying
B2,CUZ00785,2022-04-05,04,new customer,left
A2,CUZ00786,2022-04-05,04,new customer,left
C2,CUZ00787,2022-04-05,04,new customer,left
B3,CUZ00788,2022-04-05,04,new customer,left
B1,CUZ00789,2022-04-05,04,new customer,still staying
B1,CUZ00789,2022-05-01,05,old customer from THIS year,still staying
B1,CUZ00789,2022-06-04,06,old customer from THIS year,still staying
B1,CUZ00789,2022-10-05,10,old customer from THIS year,still staying
B1,CUZ00789,2022-12-28,12,old customer from THIS year,still staying
B3,CUZ00790,2022-04-05,04,new customer,left
A1,CUZ00791,2022-04-05,04,new customer,left
A1,CUZ00792,2022-04-05,04,new customer,still staying
A1,CUZ00792,2022-06-12,06,old customer from THIS year,still staying
A1,CUZ00792,2022-07-30,07,old customer from THIS year,still staying
A1,CUZ00792,2022-08-28,08,old customer from THIS year,still staying
A1,CUZ00792,2022-09-17,09,old customer from THIS year,still staying
A1,CUZ00792,2022-10-22,10,old customer from THIS year,still staying
A1,CUZ00792,2022-11-19,11,old customer from THIS year,still staying
A2,CUZ00793,2022-04-05,04,new customer,still staying
A2,CUZ00793,2022-05-30,05,old customer from THIS year,left
A1,CUZ00794,2022-04-05,04,new customer,left
C2,CUZ00795,2022-04-05,04,new customer,left
C1,CUZ00796,2022-04-05,04,new customer,left
B2,CUZ00797,2022-04-05,04,new customer,left
A2,CUZ00798,2022-04-05,04,new customer,left
A1,CUZ00799,2022-04-06,04,new customer,still staying
A1,CUZ00799,2022-05-26,05,old customer from THIS year,still staying
A1,CUZ00799,2022-06-24,06,old customer from THIS year,still staying
A1,CUZ00799,2022-08-19,08,old customer from THIS year,still staying
A1,CUZ00799,2022-10-15,10,old customer from THIS year,still staying
A1,CUZ00799,2022-12-12,12,old customer from THIS year,still staying
A1,CUZ00800,2022-04-06,04,new customer,still staying
A1,CUZ00800,2022-09-09,09,old customer from THIS year,still staying
A1,CUZ00800,2022-12-06,12,old customer from THIS year,still staying
C1,CUZ00801,2022-04-06,04,new customer,left
C1,CUZ00802,2022-04-06,04,new customer,left
A2,CUZ00803,2022-04-06,04,new customer,left
A1,CUZ00804,2022-04-06,04,new customer,still staying
A1,CUZ00804,2022-05-24,05,old customer from THIS year,still staying
A1,CUZ00804,2022-07-20,07,old customer from THIS year,still staying
A1,CUZ00804,2022-08-25,08,old customer from THIS year,still staying
A1,CUZ00804,2022-09-09,09,old customer from THIS year,still staying
A1,CUZ00804,2022-10-26,10,old customer from THIS year,still staying
A1,CUZ00804,2022-11-14,11,old customer from THIS year,still staying
B3,CUZ00805,2022-04-06,04,new customer,left
B2,CUZ00806,2022-04-06,04,new customer,left
A1,CUZ00807,2022-04-06,04,new customer,still staying
A1,CUZ00807,2022-05-15,05,old customer from THIS year,still staying
A1,CUZ00807,2022-07-16,07,old customer from THIS year,still staying
A1,CUZ00807,2022-08-31,08,old customer from THIS year,still staying
A1,CUZ00807,2022-09-28,09,old customer from THIS year,still staying
B3,CUZ00808,2022-04-06,04,new customer,left
A1,CUZ00809,2022-04-06,04,new customer,still staying
A1,CUZ00809,2022-07-06,07,old customer from THIS year,still staying
A1,CUZ00809,2022-08-13,08,old customer from THIS year,still staying
A1,CUZ00809,2022-09-16,09,old customer from THIS year,still staying
A1,CUZ00809,2022-11-18,11,old customer from THIS year,still staying
B1,CUZ00810,2022-04-06,04,new customer,left
A2,CUZ00811,2022-04-07,04,new customer,left
C1,CUZ00812,2022-04-07,04,new customer,left
A1,CUZ00813,2022-04-07,04,new customer,still staying
A1,CUZ00813,2022-05-16,05,old customer from THIS year,still staying
A1,CUZ00813,2022-07-04,07,old customer from THIS year,still staying
A1,CUZ00813,2022-08-14,08,old customer from THIS year,still staying
A1,CUZ00813,2022-09-10,09,old customer from THIS year,still staying
B1,CUZ00814,2022-04-07,04,new customer,left
A2,CUZ00815,2022-04-07,04,new customer,left
C1,CUZ00816,2022-04-07,04,new customer,left
A1,CUZ00817,2022-04-07,04,new customer,still staying
A1,CUZ00817,2022-05-13,05,old customer from THIS year,still staying
A1,CUZ00817,2022-08-07,08,old customer from THIS year,still staying
A1,CUZ00817,2022-09-22,09,old customer from THIS year,still staying
A2,CUZ00818,2022-04-07,04,new customer,left
B2,CUZ00819,2022-04-07,04,new customer,left
C1,CUZ00820,2022-04-07,04,new customer,still staying
C1,CUZ00820,2022-07-28,07,old customer from THIS year,still staying
C1,CUZ00820,2022-10-11,10,old customer from THIS year,still staying
A1,CUZ00821,2022-04-07,04,new customer,left
A2,CUZ00822,2022-04-07,04,new customer,still staying
A2,CUZ00822,2022-06-12,06,old customer from THIS year,left
A3,CUZ00823,2022-04-08,04,new customer,left
B1,CUZ00824,2022-04-08,04,new customer,left
B2,CUZ00825,2022-04-08,04,new customer,left
B1,CUZ00826,2022-04-08,04,new customer,left
A2,CUZ00827,2022-04-08,04,new customer,left
A3,CUZ00828,2022-04-08,04,new customer,left
A1,CUZ00829,2022-04-08,04,new customer,left
C1,CUZ00830,2022-04-08,04,new customer,left
A1,CUZ00831,2022-04-08,04,new customer,left
A1,CUZ00832,2022-04-08,04,new customer,still staying
A1,CUZ00832,2022-05-23,05,old customer from THIS year,still staying
A1,CUZ00832,2022-06-09,06,old customer from THIS year,left
C1,CUZ00833,2022-04-08,04,new customer,left
A2,CUZ00834,2022-04-09,04,new customer,left
A1,CUZ00835,2022-04-09,04,new customer,left
A1,CUZ00836,2022-04-09,04,new customer,still staying
A1,CUZ00836,2022-05-15,05,old customer from THIS year,still staying
A1,CUZ00836,2022-06-14,06,old customer from THIS year,still staying
A1,CUZ00836,2022-08-08,08,old customer from THIS year,still staying
A1,CUZ00836,2022-10-06,10,old customer from THIS year,still staying
A1,CUZ00836,2022-11-27,11,old customer from THIS year,still staying
A1,CUZ00836,2022-12-28,12,old customer from THIS year,still staying
A2,CUZ00837,2022-04-09,04,new customer,left
A1,CUZ00838,2022-04-09,04,new customer,left
B3,CUZ00839,2022-04-09,04,new customer,left
A2,CUZ00840,2022-04-09,04,new customer,left
B1,CUZ00841,2022-04-09,04,new customer,left
B1,CUZ00842,2022-04-09,04,new customer,left
B3,CUZ00843,2022-04-09,04,new customer,left
A1,CUZ00844,2022-04-09,04,new customer,still staying
A1,CUZ00844,2022-08-02,08,old customer from THIS year,still staying
A1,CUZ00844,2022-10-13,10,old customer from THIS year,still staying
A1,CUZ00844,2022-11-27,11,old customer from THIS year,still staying
B1,CUZ00845,2022-04-10,04,new customer,left
B1,CUZ00846,2022-04-10,04,new customer,left
B2,CUZ00847,2022-04-10,04,new customer,left
A1,CUZ00848,2022-04-10,04,new customer,left
B3,CUZ00849,2022-04-10,04,new customer,left
A3,CUZ00850,2022-04-10,04,new customer,left
A1,CUZ00851,2022-04-10,04,new customer,still staying
A1,CUZ00851,2022-05-27,05,old customer from THIS year,still staying
A1,CUZ00851,2022-09-15,09,old customer from THIS year,still staying
A1,CUZ00851,2022-11-26,11,old customer from THIS year,still staying
A1,CUZ00851,2022-12-07,12,old customer from THIS year,still staying
A1,CUZ00852,2022-04-10,04,new customer,left
B1,CUZ00853,2022-04-10,04,new customer,left
A2,CUZ00854,2022-04-10,04,new customer,left
A3,CUZ00855,2022-04-10,04,new customer,left
A1,CUZ00856,2022-04-10,04,new customer,left
B2,CUZ00857,2022-04-10,04,new customer,left
A1,CUZ00858,2022-04-10,04,new customer,still staying
A1,CUZ00858,2022-05-06,05,old customer from THIS year,still staying
A1,CUZ00858,2022-07-22,07,old customer from THIS year,still staying
A1,CUZ00858,2022-09-17,09,old customer from THIS year,still staying
A1,CUZ00858,2022-10-06,10,old customer from THIS year,still staying
A1,CUZ00858,2022-11-04,11,old customer from THIS year,still staying
A3,CUZ00859,2022-04-10,04,new customer,left
A3,CUZ00860,2022-04-11,04,new customer,left
C1,CUZ00861,2022-04-11,04,new customer,left
A2,CUZ00862,2022-04-11,04,new customer,left
A1,CUZ00863,2022-04-11,04,new customer,still staying
A1,CUZ00863,2022-05-19,05,old customer from THIS year,still staying
A1,CUZ00863,2022-07-06,07,old customer from THIS year,still staying
A1,CUZ00863,2022-08-21,08,old customer from THIS year,still staying
A1,CUZ00863,2022-09-06,09,old customer from THIS year,still staying
A1,CUZ00863,2022-10-25,10,old customer from THIS year,still staying
A3,CUZ00864,2022-04-11,04,new customer,left
C2,CUZ00865,2022-04-11,04,new customer,left
B1,CUZ00866,2022-04-11,04,new customer,still staying
B1,CUZ00866,2022-06-20,06,old customer from THIS year,still staying
B1,CUZ00866,2022-08-08,08,old customer from THIS year,still staying
B1,CUZ00866,2022-11-13,11,old customer from THIS year,still staying
B3,CUZ00867,2022-04-11,04,new customer,left
C2,CUZ00868,2022-04-11,04,new customer,left
A1,CUZ00869,2022-04-11,04,new customer,still staying
A1,CUZ00869,2022-05-15,05,old customer from THIS year,still staying
A1,CUZ00869,2022-07-10,07,old customer from THIS year,still staying
A1,CUZ00869,2022-09-07,09,old customer from THIS year,still staying
A1,CUZ00869,2022-11-11,11,old customer from THIS year,still staying
B3,CUZ00870,2022-04-11,04,new customer,left
A2,CUZ00871,2022-04-11,04,new customer,left
B1,CUZ00872,2022-04-12,04,new customer,still staying
B1,CUZ00872,2022-08-10,08,old customer from THIS year,still staying
A1,CUZ00873,2022-04-12,04,new customer,left
C3,CUZ00874,2022-04-12,04,new customer,left
A1,CUZ00875,2022-04-12,04,new customer,left
C1,CUZ00876,2022-04-12,04,new customer,left
B2,CUZ00877,2022-04-12,04,new customer,left
C1,CUZ00878,2022-04-12,04,new customer,left
B2,CUZ00879,2022-04-12,04,new customer,left
A2,CUZ00880,2022-04-12,04,new customer,still staying
A2,CUZ00880,2022-09-20,09,old customer from THIS year,still staying
A2,CUZ00880,2022-12-24,12,old customer from THIS year,still staying
A1,CUZ00881,2022-04-12,04,new customer,still staying
A1,CUZ00881,2022-05-03,05,old customer from THIS year,still staying
A1,CUZ00881,2022-06-14,06,old customer from THIS year,still staying
A1,CUZ00881,2022-08-12,08,old customer from THIS year,still staying
A1,CUZ00881,2022-09-13,09,old customer from THIS year,still staying
A1,CUZ00881,2022-10-29,10,old customer from THIS year,still staying
A1,CUZ00881,2022-12-15,12,old customer from THIS year,still staying
A1,CUZ00882,2022-04-12,04,new customer,left
A3,CUZ00883,2022-04-12,04,new customer,left
C1,CUZ00884,2022-04-12,04,new customer,left
C1,CUZ00885,2022-04-13,04,new customer,still staying
C1,CUZ00885,2022-06-24,06,old customer from THIS year,still staying
C1,CUZ00885,2022-07-05,07,old customer from THIS year,left
A3,CUZ00886,2022-04-13,04,new customer,left
A1,CUZ00887,2022-04-13,04,new customer,left
A3,CUZ00888,2022-04-13,04,new customer,still staying
A3,CUZ00888,2022-08-25,08,old customer from THIS year,still staying
A3,CUZ00888,2022-10-14,10,old customer from THIS year,still staying
A2,CUZ00889,2022-04-13,04,new customer,left
A1,CUZ00890,2022-04-13,04,new customer,left
B2,CUZ00891,2022-04-13,04,new customer,left
B1,CUZ00892,2022-04-13,04,new customer,left
C2,CUZ00893,2022-04-13,04,new customer,left
B1,CUZ00894,2022-04-13,04,new customer,left
A1,CUZ00895,2022-04-13,04,new customer,still staying
A1,CUZ00895,2022-12-09,12,old customer from THIS year,still staying
A1,CUZ00896,2022-04-14,04,new customer,left
B3,CUZ00897,2022-04-14,04,new customer,left
B3,CUZ00898,2022-04-14,04,new customer,left
B2,CUZ00899,2022-04-14,04,new customer,left
B3,CUZ00900,2022-04-14,04,new customer,left
C1,CUZ00901,2022-04-14,04,new customer,left
B3,CUZ00902,2022-04-14,04,new customer,left
A2,CUZ00903,2022-04-14,04,new customer,left
A1,CUZ00904,2022-04-14,04,new customer,still staying
A1,CUZ00904,2022-05-25,05,old customer from THIS year,still staying
A1,CUZ00904,2022-06-25,06,old customer from THIS year,still staying
A1,CUZ00904,2022-07-14,07,old customer from THIS year,still staying
A1,CUZ00904,2022-09-20,09,old customer from THIS year,still staying
A1,CUZ00904,2022-11-20,11,old customer from THIS year,still staying
A1,CUZ00905,2022-04-15,04,new customer,left
B1,CUZ00906,2022-04-15,04,new customer,left
A3,CUZ00907,2022-04-15,04,new customer,left
A3,CUZ00908,2022-04-15,04,new customer,left
A3,CUZ00909,2022-04-15,04,new customer,left
B1,CUZ00910,2022-04-15,04,new customer,still staying
B1,CUZ00910,2022-08-28,08,old customer from THIS year,still staying
B2,CUZ00911,2022-04-15,04,new customer,left
B3,CUZ00912,2022-04-15,04,new customer,left
A3,CUZ00913,2022-04-15,04,new customer,left
A1,CUZ00914,2022-04-15,04,new customer,still staying
A1,CUZ00914,2022-08-01,08,old customer from THIS year,still staying
A1,CUZ00914,2022-12-08,12,old customer from THIS year,still staying
A1,CUZ00915,2022-04-15,04,new customer,left
A1,CUZ00916,2022-04-15,04,new customer,left
B1,CUZ00917,2022-04-15,04,new customer,left
A3,CUZ00918,2022-04-15,04,new customer,left
A3,CUZ00919,2022-04-15,04,new customer,left
A1,CUZ00920,2022-04-16,04,new customer,still staying
A1,CUZ00920,2022-05-01,05,old customer from THIS year,still staying
A1,CUZ00920,2022-08-18,08,old customer from THIS year,still staying
A1,CUZ00920,2022-09-28,09,old customer from THIS year,still staying
A1,CUZ00920,2022-12-13,12,old customer from THIS year,still staying
A1,CUZ00921,2022-04-16,04,new customer,left
B1,CUZ00922,2022-04-16,04,new customer,left
C1,CUZ00923,2022-04-16,04,new customer,left
A1,CUZ00924,2022-04-16,04,new customer,still staying
A1,CUZ00924,2022-05-30,05,old customer from THIS year,left
B1,CUZ00925,2022-04-16,04,new customer,left
C2,CUZ00926,2022-04-16,04,new customer,left
A2,CUZ00927,2022-04-16,04,new customer,left
B1,CUZ00928,2022-04-16,04,new customer,left
A3,CUZ00929,2022-04-16,04,new customer,left
C2,CUZ00930,2022-04-16,04,new customer,left
C2,CUZ00931,2022-04-16,04,new customer,left
C2,CUZ00932,2022-04-16,04,new customer,left
C2,CUZ00933,2022-04-17,04,new customer,left
C2,CUZ00934,2022-04-17,04,new customer,left
A1,CUZ00935,2022-04-17,04,new customer,left
A1,CUZ00936,2022-04-17,04,new customer,left
B2,CUZ00937,2022-04-17,04,new customer,left
A3,CUZ00938,2022-04-17,04,new customer,left
C1,CUZ00939,2022-04-17,04,new customer,left
B2,CUZ00940,2022-04-17,04,new customer,left
A2,CUZ00941,2022-04-17,04,new customer,still staying
A2,CUZ00941,2022-08-07,08,old customer from THIS year,still staying
A2,CUZ00941,2022-09-27,09,old customer from THIS year,still staying
B2,CUZ00942,2022-04-17,04,new customer,left
B2,CUZ00943,2022-04-17,04,new customer,left
C2,CUZ00944,2022-04-17,04,new customer,still staying
C2,CUZ00944,2022-07-24,07,old customer from THIS year,still staying
C2,CUZ00944,2022-08-12,08,old customer from THIS year,left
A1,CUZ00945,2022-04-17,04,new customer,left
A3,CUZ00946,2022-04-17,04,new customer,left
A3,CUZ00947,2022-04-18,04,new customer,left
A1,CUZ00948,2022-04-18,04,new customer,left
B1,CUZ00949,2022-04-18,04,new customer,left
C2,CUZ00950,2022-04-18,04,new customer,left
B1,CUZ00951,2022-04-18,04,new customer,left
A2,CUZ00952,2022-04-18,04,new customer,left
A2,CUZ00953,2022-04-18,04,new customer,left
B1,CUZ00954,2022-04-18,04,new customer,left
B3,CUZ00955,2022-04-18,04,new customer,left
A3,CUZ00956,2022-04-18,04,new customer,left
A1,CUZ00957,2022-04-18,04,new customer,left
B3,CUZ00958,2022-04-18,04,new customer,left
A1,CUZ00959,2022-04-19,04,new customer,left
B2,CUZ00960,2022-04-19,04,new customer,left
C1,CUZ00961,2022-04-19,04,new customer,left
C1,CUZ00962,2022-04-19,04,new customer,left
B2,CUZ00963,2022-04-19,04,new customer,left
B2,CUZ00964,2022-04-19,04,new customer,left
B1,CUZ00965,2022-04-19,04,new customer,left
A1,CUZ00966,2022-04-19,04,new customer,left
A1,CUZ00967,2022-04-19,04,new customer,still staying
A1,CUZ00967,2022-05-22,05,old customer from THIS year,still staying
A1,CUZ00967,2022-06-02,06,old customer from THIS year,still staying
A1,CUZ00967,2022-07-02,07,old customer from THIS year,still staying
A1,CUZ00967,2022-09-27,09,old customer from THIS year,still staying
A1,CUZ00967,2022-10-18,10,old customer from THIS year,still staying
A1,CUZ00968,2022-04-19,04,new customer,left
A2,CUZ00969,2022-04-19,04,new customer,still staying
A2,CUZ00969,2022-05-01,05,old customer from THIS year,still staying
A2,CUZ00969,2022-07-08,07,old customer from THIS year,left
B2,CUZ00970,2022-04-19,04,new customer,left
C2,CUZ00971,2022-04-19,04,new customer,left
A1,CUZ00972,2022-04-20,04,new customer,still staying
A1,CUZ00972,2022-06-17,06,old customer from THIS year,still staying
A1,CUZ00972,2022-09-08,09,old customer from THIS year,still staying
A1,CUZ00972,2022-11-17,11,old customer from THIS year,still staying
A1,CUZ00973,2022-04-20,04,new customer,left
B1,CUZ00974,2022-04-20,04,new customer,left
A1,CUZ00975,2022-04-20,04,new customer,still staying
A1,CUZ00975,2022-05-17,05,old customer from THIS year,still staying
A1,CUZ00975,2022-07-02,07,old customer from THIS year,still staying
A1,CUZ00975,2022-08-19,08,old customer from THIS year,still staying
A1,CUZ00975,2022-09-11,09,old customer from THIS year,still staying
A1,CUZ00975,2022-11-24,11,old customer from THIS year,still staying
A1,CUZ00975,2022-12-06,12,old customer from THIS year,still staying
A1,CUZ00976,2022-04-20,04,new customer,still staying
A1,CUZ00976,2022-05-19,05,old customer from THIS year,still staying
A1,CUZ00976,2022-06-19,06,old customer from THIS year,left
B1,CUZ00977,2022-04-20,04,new customer,left
A3,CUZ00978,2022-04-20,04,new customer,left
C1,CUZ00979,2022-04-20,04,new customer,still staying
C1,CUZ00979,2022-09-13,09,old customer from THIS year,still staying
C1,CUZ00980,2022-04-20,04,new customer,still staying
C1,CUZ00980,2022-06-27,06,old customer from THIS year,left
B1,CUZ00981,2022-04-20,04,new customer,left
B3,CUZ00982,2022-04-20,04,new customer,left
A1,CUZ00983,2022-04-21,04,new customer,still staying
A1,CUZ00983,2022-06-04,06,old customer from THIS year,left
A1,CUZ00984,2022-04-21,04,new customer,still staying
A1,CUZ00984,2022-06-16,06,old customer from THIS year,left
A3,CUZ00985,2022-04-21,04,new customer,left
A2,CUZ00986,2022-04-21,04,new customer,still staying
A2,CUZ00986,2022-11-27,11,old customer from THIS year,still staying
C1,CUZ00987,2022-04-21,04,new customer,left
A2,CUZ00988,2022-04-21,04,new customer,left
C3,CUZ00989,2022-04-21,04,new customer,left
A1,CUZ00990,2022-04-21,04,new customer,left
B2,CUZ00991,2022-04-21,04,new customer,left
A1,CUZ00992,2022-04-21,04,new customer,still staying
A1,CUZ00992,2022-06-14,06,old customer from THIS year,still staying
A1,CUZ00992,2022-08-02,08,old customer from THIS year,still staying
A1,CUZ00992,2022-12-24,12,old customer from THIS year,still staying
A1,CUZ00993,2022-04-21,04,new customer,still staying
A1,CUZ00993,2022-05-30,05,old customer from THIS year,still staying
A1,CUZ00993,2022-06-06,06,old customer from THIS year,still staying
A1,CUZ00993,2022-08-08,08,old customer from THIS year,still staying
A1,CUZ00993,2022-09-10,09,old customer from THIS year,still staying
A1,CUZ00993,2022-10-30,10,old customer from THIS year,still staying
A1,CUZ00993,2022-11-03,11,old customer from THIS year,still staying
A1,CUZ00993,2022-12-03,12,old customer from THIS year,still staying
A1,CUZ00994,2022-04-21,04,new customer,still staying
A1,CUZ00994,2022-05-29,05,old customer from THIS year,still staying
A1,CUZ00994,2022-06-19,06,old customer from THIS year,still staying
A1,CUZ00994,2022-07-26,07,old customer from THIS year,still staying
A1,CUZ00994,2022-08-03,08,old customer from THIS year,left
B1,CUZ00995,2022-04-21,04,new customer,left
A1,CUZ00996,2022-04-22,04,new customer,left
A1,CUZ00997,2022-04-22,04,new customer,left
A1,CUZ00998,2022-04-22,04,new customer,left
B1,CUZ00999,2022-04-22,04,new customer,left
A2,CUZ01000,2022-04-22,04,new customer,left
A2,CUZ01001,2022-04-22,04,new customer,left
A2,CUZ01002,2022-04-22,04,new customer,left
C3,CUZ01003,2022-04-22,04,new customer,left
A2,CUZ01004,2022-04-22,04,new customer,left
C2,CUZ01005,2022-04-23,04,new customer,left
B2,CUZ01006,2022-04-23,04,new customer,left
A1,CUZ01007,2022-04-23,04,new customer,left
B3,CUZ01008,2022-04-23,04,new customer,left
B1,CUZ01009,2022-04-23,04,new customer,still staying
B1,CUZ01009,2022-08-13,08,old customer from THIS year,still staying
B1,CUZ01009,2022-09-09,09,old customer from THIS year,still staying
A1,CUZ01010,2022-04-23,04,new customer,still staying
A1,CUZ01010,2022-05-28,05,old customer from THIS year,still staying
A1,CUZ01010,2022-06-25,06,old customer from THIS year,left
B2,CUZ01011,2022-04-23,04,new customer,left
A2,CUZ01012,2022-04-23,04,new customer,left
C2,CUZ01013,2022-04-23,04,new customer,left
B3,CUZ01014,2022-04-23,04,new customer,left
B1,CUZ01015,2022-04-23,04,new customer,left
C2,CUZ01016,2022-04-23,04,new customer,left
B1,CUZ01017,2022-04-23,04,new customer,left
A1,CUZ01018,2022-04-24,04,new customer,left
B2,CUZ01019,2022-04-24,04,new customer,left
B2,CUZ01020,2022-04-24,04,new customer,left
C1,CUZ01021,2022-04-24,04,new customer,left
A2,CUZ01022,2022-04-24,04,new customer,left
C1,CUZ01023,2022-04-24,04,new customer,left
A3,CUZ01024,2022-04-24,04,new customer,left
A1,CUZ01025,2022-04-24,04,new customer,still staying
A1,CUZ01025,2022-05-24,05,old customer from THIS year,still staying
A1,CUZ01025,2022-10-22,10,old customer from THIS year,still staying
A1,CUZ01025,2022-11-07,11,old customer from THIS year,still staying
A3,CUZ01026,2022-04-24,04,new customer,left
B2,CUZ01027,2022-04-24,04,new customer,left
B1,CUZ01028,2022-04-24,04,new customer,left
B2,CUZ01029,2022-04-24,04,new customer,left
A1,CUZ01030,2022-04-24,04,new customer,still staying
A1,CUZ01030,2022-05-23,05,old customer from THIS year,left
A3,CUZ01031,2022-04-24,04,new customer,left
A3,CUZ01032,2022-04-25,04,new customer,still staying
A3,CUZ01032,2022-08-29,08,old customer from THIS year,still staying
A1,CUZ01033,2022-04-25,04,new customer,still staying
A1,CUZ01033,2022-05-15,05,old customer from THIS year,still staying
A1,CUZ01033,2022-08-27,08,old customer from THIS year,still staying
A1,CUZ01033,2022-09-13,09,old customer from THIS year,still staying
C1,CUZ01034,2022-04-25,04,new customer,left
B2,CUZ01035,2022-04-25,04,new customer,left
A1,CUZ01036,2022-04-25,04,new customer,left
A1,CUZ01037,2022-04-25,04,new customer,left
A1,CUZ01038,2022-04-25,04,new customer,left
A2,CUZ01039,2022-04-25,04,new customer,left
A1,CUZ01040,2022-04-25,04,new customer,left
A1,CUZ01041,2022-04-26,04,new customer,left
B1,CUZ01042,2022-04-26,04,new customer,left
A1,CUZ01043,2022-04-26,04,new customer,still staying
A1,CUZ01043,2022-08-28,08,old customer from THIS year,still staying
A1,CUZ01043,2022-09-25,09,old customer from THIS year,still staying
A1,CUZ01043,2022-10-11,10,old customer from THIS year,still staying
A1,CUZ01043,2022-11-02,11,old customer from THIS year,still staying
A1,CUZ01044,2022-04-26,04,new customer,still staying
A1,CUZ01044,2022-10-28,10,old customer from THIS year,still staying
A1,CUZ01044,2022-11-27,11,old customer from THIS year,still staying
A1,CUZ01045,2022-04-26,04,new customer,left
C2,CUZ01046,2022-04-26,04,new customer,left
C2,CUZ01047,2022-04-26,04,new customer,left
B2,CUZ01048,2022-04-26,04,new customer,left
A3,CUZ01049,2022-04-26,04,new customer,left
C1,CUZ01050,2022-04-26,04,new customer,left
B3,CUZ01051,2022-04-26,04,new customer,left
B1,CUZ01052,2022-04-26,04,new customer,left
B1,CUZ01053,2022-04-27,04,new customer,left
A1,CUZ01054,2022-04-27,04,new customer,left
A1,CUZ01055,2022-04-27,04,new customer,left
A1,CUZ01056,2022-04-27,04,new customer,left
C2,CUZ01057,2022-04-27,04,new customer,left
A2,CUZ01058,2022-04-27,04,new customer,left
B2,CUZ01059,2022-04-27,04,new customer,left
A1,CUZ01060,2022-04-27,04,new customer,left
C1,CUZ01061,2022-04-27,04,new customer,left
C1,CUZ01062,2022-04-27,04,new customer,left
B1,CUZ01063,2022-04-27,04,new customer,left
A3,CUZ01064,2022-04-28,04,new customer,left
B2,CUZ01065,2022-04-28,04,new customer,left
A1,CUZ01066,2022-04-28,04,new customer,still staying
A1,CUZ01066,2022-10-01,10,old customer from THIS year,still staying
B2,CUZ01067,2022-04-28,04,new customer,left
B2,CUZ01068,2022-04-28,04,new customer,left
A1,CUZ01069,2022-04-28,04,new customer,left
C1,CUZ01070,2022-04-28,04,new customer,left
B1,CUZ01071,2022-04-28,04,new customer,left
B3,CUZ01072,2022-04-28,04,new customer,left
C2,CUZ01073,2022-04-28,04,new customer,left
C2,CUZ01074,2022-04-28,04,new customer,left
A1,CUZ01075,2022-04-28,04,new customer,still staying
A1,CUZ01075,2022-05-23,05,old customer from THIS year,still staying
A1,CUZ01075,2022-11-05,11,old customer from THIS year,still staying
A3,CUZ01076,2022-04-29,04,new customer,left
A3,CUZ01077,2022-04-29,04,new customer,still staying
A3,CUZ01077,2022-08-15,08,old customer from THIS year,still staying
A3,CUZ01077,2022-10-22,10,old customer from THIS year,still staying
A2,CUZ01078,2022-04-29,04,new customer,left
B2,CUZ01079,2022-04-29,04,new customer,left
A2,CUZ01080,2022-04-29,04,new customer,left
A1,CUZ01081,2022-04-29,04,new customer,still staying
A1,CUZ01081,2022-06-18,06,old customer from THIS year,still staying
A1,CUZ01081,2022-07-17,07,old customer from THIS year,still staying
A1,CUZ01081,2022-08-04,08,old customer from THIS year,still staying
A1,CUZ01081,2022-10-17,10,old customer from THIS year,still staying
A1,CUZ01081,2022-11-10,11,old customer from THIS year,still staying
A1,CUZ01081,2022-12-02,12,old customer from THIS year,still staying
A2,CUZ01082,2022-04-29,04,new customer,left
B2,CUZ01083,2022-04-29,04,new customer,left
B1,CUZ01084,2022-04-29,04,new customer,still staying
B1,CUZ01084,2022-09-05,09,old customer from THIS year,still staying
B2,CUZ01085,2022-04-29,04,new customer,left
A2,CUZ01086,2022-04-29,04,new customer,left
B1,CUZ01087,2022-04-29,04,new customer,left
B3,CUZ01088,2022-04-30,04,new customer,left
A1,CUZ01089,2022-04-30,04,new customer,left
A2,CUZ01090,2022-04-30,04,new customer,left
